maths_midsem,maths_quiz,maths_internal,maths_endsem,maths_total,science_midsem,science_quiz,science_internal,science_endsem,science_total,english_midsem,english_quiz,english_internal,english_endsem,english_total,hindi_midsem,hindi_quiz,hindi_internal,hindi_endsem,hindi_total,social_science_midsem,social_science_quiz,social_science_internal,social_science_endsem,social_science_total,computer_science_midsem,computer_science_quiz,computer_science_internal,computer_science_endsem,computer_science_total,attendance_score,overall_marks_avg,final_weighted_score,result
9,4,6,26,45,17,5,3,45,70,13,10,7,6,36,0,6,9,40,55,17,10,0,15,42,5,2,9,7,23,1.54,45.166666666666664,40.70166666666667,0
17,2,13,37,69,5,1,11,19,36,11,4,5,13,33,5,4,8,11,28,15,6,11,18,50,21,9,8,37,75,7.47,48.5,52.43,0
16,3,13,25,57,23,8,5,2,38,24,7,9,15,55,6,9,0,41,56,13,10,12,46,81,9,10,9,9,37,6.78,54.0,56.07,0
4,3,1,34,42,24,4,5,8,41,10,6,5,34,55,24,6,6,19,55,4,8,3,13,28,23,9,7,2,41,0.68,43.666666666666664,38.13666666666667,0
11,10,1,19,41,19,5,7,17,48,19,6,1,15,41,13,9,4,37,63,24,6,7,35,72,20,4,15,43,82,3.92,57.833333333333336,55.038333333333334,1
5,6,0,23,34,21,0,7,15,43,25,0,12,20,57,13,1,8,33,55,23,1,4,35,63,6,5,15,16,42,9.47,49.0,55.855,0
21,9,4,46,80,18,1,9,50,78,18,0,2,12,32,15,5,12,26,58,14,9,12,43,78,12,4,14,6,36,1.34,60.333333333333336,53.29333333333333,0
8,10,5,20,43,11,0,0,8,19,24,5,15,17,61,8,4,1,33,46,18,1,9,2,30,5,0,12,36,53,5.0,42.0,43.199999999999996,0
19,7,15,25,66,8,3,15,18,44,3,7,5,28,43,17,5,5,0,27,3,10,13,25,51,14,8,0,21,43,7.78,45.666666666666664,50.486666666666665,0
0,10,12,19,41,7,1,1,5,14,16,2,5,20,43,23,10,13,14,60,25,8,10,46,89,13,0,14,46,73,1.06,53.333333333333336,46.92333333333334,0
21,9,5,5,40,14,0,10,43,67,17,7,5,8,37,8,7,11,13,39,19,5,0,10,34,21,2,10,40,73,8.16,48.333333333333336,53.32333333333334,0
14,4,1,2,21,0,2,0,14,16,3,7,14,30,54,3,2,15,42,62,6,5,0,42,53,0,9,9,10,28,5.52,39.0,41.43,0
20,9,15,9,53,1,3,9,5,18,0,0,3,36,39,6,9,2,26,43,22,2,15,27,66,20,6,14,47,87,3.88,51.0,49.17,0
25,6,11,11,53,25,3,6,4,38,5,10,14,44,73,4,7,3,2,16,23,5,10,39,77,20,4,0,18,42,1.08,49.833333333333336,43.97833333333333,0
5,2,11,32,50,24,2,7,28,61,6,4,10,16,36,16,8,14,1,39,16,9,14,42,81,17,4,12,28,61,4.17,54.666666666666664,52.721666666666664,0
18,2,6,21,47,25,1,14,45,85,0,8,1,30,39,9,4,3,11,27,11,2,12,10,35,8,7,1,27,43,6.25,46.0,48.475,0
17,2,5,15,39,2,7,2,26,37,5,10,7,23,45,23,4,10,50,87,18,3,11,11,43,23,8,8,27,66,7.53,52.833333333333336,56.20333333333333,0
5,3,7,16,31,18,9,2,50,79,2,9,1,46,58,1,6,1,33,41,14,4,6,41,65,19,10,9,35,73,4.69,57.833333333333336,56.193333333333335,0
12,5,5,9,31,9,10,15,49,83,22,9,2,46,79,2,3,12,28,45,8,0,5,26,39,17,2,6,23,48,4.97,54.166666666666664,53.49666666666666,0
0,4,8,11,23,24,1,6,44,75,15,10,0,5,30,20,2,0,45,67,3,2,9,11,25,15,3,11,43,72,7.38,48.666666666666664,52.43666666666666,0
22,7,9,18,56,13,4,7,40,64,1,2,8,31,42,6,2,2,22,32,21,2,0,32,55,20,2,7,10,39,3.91,48.0,46.665,0
22,4,1,39,66,18,6,13,25,62,1,8,2,30,41,4,8,14,48,74,4,1,8,4,17,9,7,11,30,57,1.1,52.833333333333336,46.55833333333333,0
25,10,6,22,63,25,8,14,27,74,10,10,1,17,38,9,10,13,8,40,2,4,4,20,30,6,3,12,7,28,8.84,45.5,51.934999999999995,0
12,4,4,39,59,10,2,12,31,55,19,8,5,47,79,3,9,11,14,37,24,6,11,29,70,24,3,2,47,76,9.1,62.666666666666664,66.91666666666667,0
6,9,0,9,24,20,0,5,24,49,10,0,7,8,25,1,0,10,0,11,1,1,0,32,34,22,9,15,17,63,3.86,34.333333333333336,34.973333333333336,0
14,1,2,9,26,5,8,7,6,26,7,1,3,2,13,16,8,9,36,69,14,0,6,9,29,22,9,15,31,77,9.86,40.0,48.79,0
11,10,3,49,73,18,0,1,29,48,18,2,0,36,56,18,7,7,38,70,20,1,2,0,23,5,5,13,39,62,3.95,55.333333333333336,52.95833333333333,0
25,10,11,9,55,13,7,6,30,56,23,3,13,6,45,21,0,2,9,32,11,10,1,28,50,24,3,11,30,68,7.45,51.0,54.525,0
0,4,1,38,43,25,1,11,11,48,22,4,6,25,57,8,7,0,20,35,14,4,11,6,35,14,4,14,11,43,5.04,43.5,44.535000000000004,0
14,6,6,29,55,7,6,14,8,35,20,4,13,12,49,24,3,3,34,64,16,10,5,50,81,2,10,12,27,51,9.71,55.833333333333336,62.02333333333334,0
3,1,15,3,22,1,2,13,33,49,14,9,13,33,69,20,5,8,49,82,12,5,9,32,58,6,10,11,50,77,9.21,59.5,64.39,0
12,5,0,0,17,21,5,4,2,32,19,10,2,42,73,18,7,5,33,63,9,9,1,0,19,25,8,4,7,44,7.48,41.333333333333336,46.35333333333333,0
22,6,2,42,72,17,5,5,36,63,13,4,4,28,49,2,0,8,40,50,1,7,15,30,53,17,6,7,18,48,9.59,55.833333333333336,61.843333333333334,1
24,4,11,18,57,24,3,13,49,89,25,2,10,32,69,6,3,0,10,19,20,10,5,47,82,8,8,2,23,41,1.33,59.5,52.56999999999999,0
4,8,8,4,24,21,7,6,27,61,25,5,1,4,35,11,1,15,47,74,8,8,7,32,55,4,8,11,29,52,8.2,50.166666666666664,54.94166666666666,0
1,3,10,29,43,24,4,8,45,81,17,3,14,35,69,22,0,0,45,67,12,4,5,2,23,24,4,11,31,70,3.32,58.833333333333336,54.98833333333333,0
22,9,13,25,69,3,6,6,21,36,24,8,15,14,61,11,3,5,3,22,25,3,9,30,67,14,3,8,49,74,7.95,54.833333333333336,58.53333333333333,0
25,0,1,39,65,2,4,14,25,45,19,1,7,9,36,18,2,10,9,39,24,1,10,1,36,14,2,12,10,38,7.99,43.166666666666664,48.67666666666666,0
0,7,4,33,44,1,3,14,18,36,4,10,15,3,32,25,8,2,47,82,17,10,13,17,57,15,2,1,14,32,6.97,47.166666666666664,50.54666666666666,0
15,7,3,1,26,23,5,11,20,59,1,0,15,38,54,6,0,7,9,22,6,8,2,39,55,5,8,12,1,26,4.07,40.333333333333336,40.388333333333335,0
22,6,11,23,62,3,2,10,36,51,1,6,2,36,45,7,10,3,38,58,24,2,7,17,50,23,6,13,9,51,0.97,52.833333333333336,46.36333333333333,1
5,7,2,13,27,17,5,0,9,31,1,8,8,46,63,2,5,13,30,50,25,0,2,23,50,4,3,13,1,21,7.55,40.333333333333336,45.608333333333334,0
22,1,4,40,67,10,5,14,15,44,25,9,0,36,70,4,3,14,49,70,23,8,1,31,63,13,0,12,27,52,2.88,61.0,56.17,1
15,2,15,41,73,8,10,14,23,55,1,8,15,44,68,25,3,12,48,88,21,1,2,23,47,16,7,11,10,44,1.94,62.5,56.035,1
13,8,5,12,38,7,10,4,24,45,8,2,5,37,52,12,2,12,10,36,14,7,4,8,33,9,1,3,26,39,0.37,40.5,34.98,0
25,0,0,28,53,20,5,13,25,63,11,10,2,31,54,23,1,8,3,35,22,3,7,11,43,11,7,4,30,52,8.43,50.0,55.144999999999996,0
2,7,1,0,10,7,10,10,0,27,20,0,13,23,56,22,3,5,22,52,15,7,9,26,57,20,10,4,42,76,4.56,46.333333333333336,46.22333333333333,0
14,7,0,45,66,4,2,13,3,22,21,8,3,19,51,0,6,1,41,48,4,8,12,38,62,21,7,4,7,39,4.98,48.0,48.269999999999996,0
2,6,2,33,43,12,7,10,36,65,19,6,10,47,82,17,6,0,40,63,11,2,0,4,17,12,2,13,42,69,5.85,56.5,56.8,0
22,10,7,3,42,6,3,10,42,61,17,7,3,40,67,21,0,9,10,40,4,4,15,34,57,20,7,14,6,47,7.04,52.333333333333336,55.04333333333334,1
1,4,7,27,39,20,10,3,13,46,2,10,14,37,63,14,9,1,4,28,22,7,14,25,68,0,5,6,24,35,4.67,46.5,46.53,0
0,3,3,18,24,4,1,12,23,40,18,5,7,39,69,12,2,13,21,48,17,7,5,9,38,0,4,14,16,34,8.39,42.166666666666664,48.42666666666666,0
8,9,5,0,22,12,6,12,26,56,15,9,8,3,35,7,3,0,38,48,11,3,11,9,34,3,4,2,19,28,6.76,37.166666666666664,41.73166666666666,0
8,9,11,35,63,19,10,13,42,84,10,5,14,40,69,4,2,13,40,59,9,1,8,2,20,15,0,3,46,64,7.71,59.833333333333336,62.42333333333333,0
22,9,8,42,81,15,7,7,26,55,25,10,4,10,49,6,5,11,10,32,18,5,7,12,42,15,5,9,19,48,1.92,51.166666666666664,46.37166666666666,0
6,9,13,12,40,13,10,6,23,52,23,3,11,10,47,25,6,7,10,48,11,5,1,21,38,15,3,15,1,34,8.6,43.166666666666664,49.59166666666666,0
2,5,6,49,62,4,3,3,39,49,23,1,10,15,49,14,3,1,47,65,7,6,7,20,40,10,6,1,1,18,8.3,47.166666666666664,52.54166666666666,0
25,10,1,41,77,22,5,12,0,39,14,0,9,40,63,6,6,8,7,27,0,4,5,33,42,22,3,9,25,59,7.6,51.166666666666664,54.89166666666666,0
17,0,10,4,31,18,7,10,38,73,21,5,9,0,35,2,5,14,39,60,13,0,4,25,42,24,4,1,27,56,0.48,49.5,42.794999999999995,0
10,4,1,32,47,3,4,2,12,21,10,8,2,32,52,16,0,8,33,57,9,0,12,9,30,3,4,9,13,29,8.6,39.333333333333336,46.333333333333336,0
6,3,15,13,37,23,8,5,19,55,9,9,8,6,32,21,0,8,48,77,25,0,11,43,79,20,4,14,13,51,4.24,55.166666666666664,53.251666666666665,0
8,3,2,15,28,21,5,7,37,70,23,9,15,2,49,20,3,9,27,59,1,3,13,19,36,14,0,15,14,43,9.28,47.5,54.295,0
0,6,7,31,44,23,5,2,35,65,18,1,0,6,25,8,6,10,1,25,20,6,1,16,43,4,5,1,15,25,1.67,37.833333333333336,34.663333333333334,0
13,8,9,49,79,10,1,4,11,26,22,0,0,0,22,0,3,5,50,58,24,7,1,23,55,25,5,10,44,84,0.82,54.0,47.129999999999995,0
19,7,14,26,66,1,6,9,4,20,4,0,2,32,38,14,6,7,12,39,16,0,15,32,63,4,2,8,38,52,1.94,46.333333333333336,42.29333333333333,0
5,10,8,34,57,12,8,0,4,24,13,6,1,6,26,20,5,9,41,75,17,4,14,42,77,11,8,9,34,62,0.18,53.5,45.745000000000005,0
6,7,12,2,27,15,4,9,16,44,8,0,7,3,18,2,3,2,13,20,9,4,10,15,38,13,1,10,3,27,6.27,29.0,34.055,0
9,4,13,3,29,8,4,11,37,60,24,8,4,17,53,5,9,10,4,28,21,6,5,46,78,11,1,10,18,40,0.43,48.0,41.445,0
6,5,2,6,19,15,10,9,9,43,20,8,9,36,73,4,7,11,34,56,2,0,1,36,39,3,2,5,35,45,8.69,45.833333333333336,51.99333333333333,0
25,1,8,12,46,6,4,7,15,32,5,10,0,13,28,3,0,12,33,48,8,7,0,48,63,22,8,2,33,65,6.28,47.0,49.37,0
1,10,11,40,62,15,0,15,23,53,0,2,2,14,18,23,6,8,8,45,18,3,4,33,58,0,0,9,46,55,1.1,48.5,42.875,0
3,2,11,2,18,12,4,6,28,50,11,10,2,24,47,24,0,8,6,38,19,10,6,42,77,19,0,11,34,64,0.8,49.0,42.85,0
20,4,9,16,49,4,9,7,13,33,13,1,12,17,43,10,5,13,35,63,8,7,14,7,36,4,2,0,5,11,2.95,39.166666666666664,37.71666666666666,0
16,1,15,46,78,14,7,13,9,43,3,8,1,3,15,10,6,9,34,59,10,7,4,14,35,22,2,0,7,31,3.24,43.5,41.835,0
0,2,11,9,22,6,2,1,28,37,14,2,8,1,25,13,5,14,13,45,10,1,2,12,25,10,1,0,42,53,1.37,34.5,31.38,0
9,3,7,46,65,17,8,6,27,58,16,1,15,42,74,24,3,14,9,50,6,3,1,24,34,18,2,14,23,57,1.71,56.333333333333336,50.44833333333333,0
18,5,4,0,27,19,8,13,16,56,19,3,12,25,59,16,7,4,50,77,11,2,11,44,68,17,3,14,34,68,6.72,59.166666666666664,60.37166666666666,0
14,4,10,27,55,22,5,3,4,34,11,6,15,19,51,24,10,13,50,97,20,1,2,48,71,19,6,1,29,55,4.84,60.5,58.684999999999995,0
9,9,9,9,36,1,3,1,1,6,0,3,0,14,17,19,7,14,16,56,23,3,14,41,81,6,10,9,42,67,5.87,43.833333333333336,46.06333333333333,0
18,3,2,6,29,7,3,8,35,53,12,7,15,5,39,19,1,11,9,40,5,3,5,27,40,14,2,13,27,56,7.2,42.833333333333336,47.20833333333333,0
11,1,10,38,60,9,10,4,49,72,9,4,9,36,58,8,0,8,31,47,21,4,7,38,70,17,9,12,15,53,8.08,60.0,63.12,1
23,10,6,2,41,9,0,6,39,54,3,1,4,42,50,0,7,9,23,39,3,3,5,35,46,6,0,15,20,41,2.33,45.166666666666664,41.88666666666666,0
15,4,8,6,33,10,9,3,45,67,5,9,8,41,63,13,6,7,38,64,4,6,13,37,60,7,7,5,32,51,7.61,56.333333333333336,59.29833333333333,0
8,4,11,8,31,20,4,9,44,77,8,3,11,12,34,4,9,11,19,43,5,0,8,9,22,5,8,10,6,29,1.0,39.333333333333336,34.93333333333334,0
14,10,5,39,68,20,4,10,38,72,17,6,2,15,40,23,10,12,33,78,19,0,13,15,47,8,8,9,10,35,0.54,56.666666666666664,48.97666666666667,0
16,6,2,34,58,7,4,10,8,29,1,0,9,41,51,20,1,6,38,65,0,10,8,12,30,11,1,8,26,46,5.09,46.5,47.16,0
13,0,15,25,53,15,0,3,35,53,5,6,2,37,50,7,4,9,39,59,5,2,2,29,38,16,3,0,33,52,7.25,50.833333333333336,54.083333333333336,0
17,3,4,4,28,15,0,2,4,21,10,2,6,1,19,4,4,3,14,25,18,5,6,12,41,25,3,9,30,67,9.66,33.5,42.964999999999996,0
25,10,6,12,53,16,9,0,14,39,25,6,0,0,31,1,6,4,48,59,15,5,7,24,51,17,7,14,48,86,4.26,53.166666666666664,51.58166666666666,0
1,4,7,44,56,5,1,14,8,28,12,2,12,4,30,1,1,0,13,15,2,4,2,40,48,19,3,9,30,61,4.16,39.666666666666664,39.95666666666666,0
3,7,12,29,51,17,0,1,24,42,5,7,8,29,49,23,8,4,39,74,15,5,13,16,49,23,6,3,26,58,5.99,53.833333333333336,54.74333333333333,1
17,7,15,39,78,16,7,8,49,80,11,3,6,30,50,12,8,1,14,35,22,5,14,5,46,2,10,13,6,31,9.35,53.333333333333336,59.358333333333334,0
6,0,13,49,68,11,3,0,27,41,18,0,13,42,73,18,4,0,11,33,23,8,4,20,55,23,7,4,44,78,6.86,58.0,59.589999999999996,0
12,4,11,38,65,14,5,4,26,49,17,0,11,31,59,17,10,10,17,54,15,10,2,20,47,19,1,9,27,56,8.06,55.0,58.84,1
14,9,3,9,35,6,7,1,45,59,18,3,11,2,34,14,1,1,14,30,12,0,6,27,45,10,4,5,11,30,5.19,38.833333333333336,40.79333333333334,0
24,0,1,41,66,13,4,3,46,66,11,8,7,2,28,13,6,10,5,34,11,7,4,11,33,20,0,9,36,65,6.82,48.666666666666664,51.596666666666664,0
22,0,9,22,53,3,5,10,32,50,19,4,1,41,65,0,3,7,7,17,22,5,0,7,34,18,4,12,2,36,1.19,42.5,37.91,0
21,1,15,10,47,16,3,6,50,75,12,4,14,4,34,19,10,12,45,86,25,5,0,36,66,11,2,12,44,69,4.58,62.833333333333336,60.27833333333333,0
25,1,1,11,38,25,5,4,32,66,19,2,2,34,57,10,2,5,49,66,16,9,8,18,51,21,0,0,25,46,8.73,54.0,58.995,0
0,8,11,12,31,10,5,0,37,52,22,4,13,21,60,18,10,5,17,50,7,5,4,46,62,15,7,13,49,84,1.63,56.5,50.47,0
10,3,2,39,54,5,2,2,7,16,3,6,8,31,48,7,6,11,41,65,1,6,10,17,34,18,7,2,48,75,7.91,48.666666666666664,53.231666666666655,0
9,2,7,48,66,9,3,9,3,24,25,2,13,22,62,0,6,14,30,50,6,10,9,19,44,8,1,15,49,73,9.22,53.166666666666664,59.02166666666666,0
24,10,0,45,79,14,5,8,47,74,21,4,14,37,76,10,0,8,36,54,18,6,1,11,36,21,6,13,32,72,9.18,65.16666666666667,69.16166666666666,0
4,0,13,48,65,5,7,0,42,54,5,2,15,41,63,20,6,1,2,29,21,4,15,4,44,16,1,9,27,53,9.67,51.333333333333336,58.138333333333335,0
15,1,6,50,72,15,6,9,35,65,12,0,3,7,22,9,9,0,23,41,3,6,11,22,42,9,7,1,21,38,1.77,46.666666666666664,42.321666666666665,0
10,5,5,15,35,11,3,3,42,59,9,5,15,3,32,5,4,4,30,43,12,10,3,42,67,2,10,11,18,41,9.3,46.166666666666664,53.19166666666666,0
20,8,13,8,49,18,2,4,30,54,2,2,4,5,13,12,6,13,26,57,5,1,13,19,38,15,2,3,43,63,7.05,45.666666666666664,49.391666666666666,0
5,4,1,9,19,15,10,15,9,49,8,1,8,26,43,0,7,12,23,42,21,2,4,8,35,7,9,12,12,40,9.99,38.0,47.285,0
8,3,8,28,47,13,7,9,48,77,14,2,9,44,69,8,9,15,39,71,12,9,10,22,53,17,10,12,24,63,9.35,63.333333333333336,67.85833333333333,1
12,4,12,8,36,5,5,2,40,52,25,4,7,18,54,17,6,13,23,59,18,1,8,37,64,10,0,4,3,17,6.75,47.0,50.074999999999996,0
23,8,11,32,74,25,7,2,41,75,4,4,4,41,53,19,9,14,44,86,0,8,1,8,17,23,4,7,38,72,9.11,62.833333333333336,67.07333333333332,0
7,6,4,23,40,8,8,15,7,38,25,8,10,43,86,22,1,3,11,37,9,0,3,39,51,9,8,8,9,34,2.66,47.666666666666664,44.50666666666667,0
13,7,1,34,55,21,8,0,29,58,24,10,1,43,78,10,3,3,38,54,18,4,7,28,57,21,4,12,41,78,7.97,63.333333333333336,65.78833333333334,1
23,3,2,10,38,0,9,14,13,36,25,8,2,28,63,24,5,14,26,69,19,4,15,36,74,3,7,11,46,67,5.26,57.833333333333336,57.04833333333333,0
0,10,6,38,54,25,10,5,44,84,21,1,2,37,61,15,8,7,28,58,4,0,2,29,35,12,4,6,24,46,8.01,56.333333333333336,59.89833333333333,0
16,7,6,49,78,21,8,12,34,75,21,10,11,43,85,2,4,1,0,7,2,0,1,12,15,17,4,5,5,31,8.99,48.5,54.71,0
23,5,9,12,49,7,9,11,45,72,8,5,6,5,24,9,1,13,0,23,15,5,2,26,48,2,9,8,34,53,7.13,44.833333333333336,48.803333333333335,0
4,4,0,22,30,6,0,3,45,54,25,8,15,2,50,1,3,0,36,40,17,10,15,16,58,1,10,10,43,64,5.53,49.333333333333336,50.22833333333334,0
24,6,14,24,68,13,2,15,2,32,14,8,5,31,58,7,7,1,11,26,22,2,6,49,79,9,6,7,33,55,0.33,53.0,45.544999999999995,0
1,5,9,49,64,7,8,7,28,50,12,10,6,47,75,24,3,10,3,40,7,10,13,3,33,12,2,6,37,57,5.31,53.166666666666664,53.15666666666666,0
24,2,13,15,54,10,3,5,15,33,20,5,7,15,47,17,7,12,6,42,7,7,8,2,24,19,7,6,18,50,1.88,41.666666666666664,38.236666666666665,0
23,4,10,47,84,23,9,2,9,43,2,0,10,32,44,2,3,15,44,64,20,0,15,44,79,20,4,8,33,65,8.69,63.166666666666664,66.72666666666666,1
8,8,10,20,46,8,1,11,3,23,18,0,4,1,23,5,7,14,47,73,9,2,4,45,60,11,3,11,15,40,6.47,44.166666666666664,47.24666666666666,0
3,6,11,9,29,18,0,6,49,73,1,8,12,42,63,12,2,10,39,63,12,8,9,43,72,4,8,0,20,32,2.47,55.333333333333336,50.73833333333333,0
16,3,3,40,62,6,4,2,3,15,17,2,14,25,58,18,3,10,14,45,11,7,1,18,37,16,1,15,5,37,3.94,42.333333333333336,41.89333333333333,0
16,6,5,39,66,5,3,15,1,24,13,4,12,34,63,13,9,8,25,55,11,0,10,0,21,24,2,6,3,35,3.21,44.0,42.214999999999996,0
20,4,7,18,49,17,4,12,10,43,21,5,5,27,58,21,8,10,24,63,4,0,13,7,24,16,10,5,42,73,9.24,51.666666666666664,57.776666666666664,0
17,10,15,34,76,4,10,15,14,43,23,0,0,42,65,12,4,6,30,52,7,6,10,1,24,4,3,1,42,50,9.41,51.666666666666664,58.031666666666666,0
15,1,2,27,45,18,4,13,10,45,12,0,13,48,73,14,2,10,41,67,23,3,6,34,66,17,1,6,14,38,8.39,55.666666666666664,59.901666666666664,0
7,5,15,40,67,10,7,8,22,47,23,3,3,10,39,21,2,3,24,50,11,0,2,2,15,19,0,1,40,60,3.32,46.333333333333336,44.36333333333333,0
25,6,13,1,45,4,5,7,37,53,7,5,5,45,62,18,3,9,24,54,22,9,6,16,53,4,9,1,38,52,7.58,53.166666666666664,56.56166666666666,1
10,7,2,50,69,24,2,14,49,89,9,7,3,23,42,17,1,14,24,56,14,2,5,43,64,5,4,8,27,44,5.87,60.666666666666664,60.37166666666666,1
20,5,7,29,61,23,8,2,29,62,22,6,12,15,55,11,6,11,16,44,18,8,0,50,76,8,7,2,11,28,3.19,54.333333333333336,50.968333333333334,0
20,7,7,39,73,24,7,12,49,92,1,1,15,24,41,7,6,8,10,31,3,6,13,38,60,18,4,8,22,52,9.29,58.166666666666664,63.376666666666665,0
17,6,7,49,79,8,8,13,0,29,9,3,0,22,34,13,8,9,20,50,23,6,9,30,68,14,9,5,42,70,4.51,55.0,53.515,0
22,1,0,39,62,23,3,10,44,80,1,4,15,38,58,22,7,14,15,58,17,3,12,9,41,8,6,10,50,74,2.51,62.166666666666664,56.60666666666666,1
23,5,7,4,39,7,7,1,32,47,25,7,13,34,79,24,2,9,46,81,18,1,4,9,32,18,9,3,0,30,2.25,51.333333333333336,47.00833333333333,0
9,8,7,37,61,10,10,2,44,66,22,6,2,24,54,0,4,12,32,48,14,3,12,17,46,17,9,14,8,48,6.47,53.833333333333336,55.46333333333333,1
12,5,1,41,59,21,2,12,36,71,3,3,2,40,48,0,7,5,37,49,21,8,10,38,77,21,2,13,37,73,6.5,62.833333333333336,63.15833333333333,1
16,3,11,14,44,5,4,3,22,34,21,7,2,38,68,0,7,15,6,28,1,7,14,4,26,4,9,10,20,43,9.43,40.5,48.56999999999999,0
17,6,8,35,66,14,6,2,48,70,8,10,3,44,65,16,1,7,10,34,2,5,0,5,12,22,0,6,5,33,1.14,46.666666666666664,41.376666666666665,0
9,2,6,2,19,5,0,8,47,60,20,7,10,32,69,20,0,4,4,28,10,4,6,30,50,15,10,13,30,68,1.89,49.0,44.485,0
15,4,7,23,49,25,0,12,17,54,9,3,8,21,41,17,4,10,33,64,12,1,10,35,58,2,0,14,10,26,2.17,48.666666666666664,44.62166666666666,0
19,0,15,40,74,21,2,15,9,47,3,10,8,9,30,19,0,9,14,42,10,8,5,13,36,24,8,6,37,75,3.89,50.666666666666664,48.901666666666664,0
4,9,1,47,61,10,3,11,16,40,2,1,13,0,16,24,6,1,24,55,14,10,12,32,68,16,9,11,16,52,5.16,48.666666666666664,49.10666666666666,0
12,2,15,47,76,14,0,12,6,32,6,2,7,45,60,14,7,12,7,40,8,10,8,28,54,2,8,3,33,46,4.6,51.333333333333336,50.53333333333333,0
17,7,15,46,85,11,7,10,14,42,22,4,13,37,76,18,10,10,0,38,2,1,10,18,31,12,4,2,43,61,9.21,55.5,60.989999999999995,0
16,8,15,40,79,8,1,9,50,68,22,0,2,21,45,23,5,12,32,72,6,7,11,9,33,11,6,3,40,60,6.81,59.5,60.78999999999999,0
8,8,3,48,67,9,10,1,26,46,15,4,11,31,61,8,2,9,13,32,25,4,14,22,65,13,5,5,42,65,8.03,56.0,59.645,0
13,9,6,11,39,14,4,7,8,33,4,3,1,22,30,24,9,8,46,87,14,2,3,40,59,4,8,14,28,54,8.5,50.333333333333336,55.53333333333333,0
16,1,5,7,29,16,5,6,20,47,12,4,12,29,57,1,0,4,42,47,21,5,8,7,41,15,4,6,30,55,5.19,46.0,46.885000000000005,0
3,3,6,13,25,15,10,0,36,61,9,0,2,22,33,7,1,14,4,26,17,2,4,23,46,10,2,3,49,64,6.2,42.5,45.425,0
17,4,0,17,38,25,5,5,28,63,23,9,14,42,88,7,1,3,25,36,1,4,12,5,22,18,0,14,29,61,3.17,51.333333333333336,48.388333333333335,0
19,2,7,43,71,21,5,5,41,72,1,6,10,46,63,14,9,13,38,74,1,2,4,36,43,18,10,14,34,76,7.62,66.5,67.955,1
23,10,12,45,90,7,10,14,44,75,15,9,13,11,48,10,1,12,21,44,9,6,4,26,45,8,1,7,26,42,6.58,57.333333333333336,58.60333333333333,1
23,0,6,19,48,16,0,8,32,56,19,8,14,18,59,14,9,14,1,38,15,10,12,31,68,9,9,3,18,39,5.32,51.333333333333336,51.61333333333333,0
14,5,12,22,53,10,2,11,5,28,0,4,4,6,14,18,4,7,34,63,1,3,13,42,59,24,7,9,27,67,2.4,47.333333333333336,43.833333333333336,0
10,9,3,4,26,10,2,9,24,45,5,2,6,26,39,10,1,1,37,49,7,7,9,29,52,21,1,5,4,31,8.82,40.333333333333336,47.513333333333335,0
11,1,0,0,12,5,7,10,34,56,21,8,1,25,55,0,8,6,2,16,7,7,4,46,64,12,2,4,10,28,2.78,38.5,36.895,0
8,8,14,44,74,24,5,7,16,52,18,5,5,17,45,16,5,2,0,23,25,10,10,2,47,22,7,13,25,67,4.99,51.333333333333336,51.11833333333333,0
12,0,7,45,64,21,1,6,43,71,0,5,10,27,42,10,6,14,33,63,19,0,6,9,34,11,10,0,5,26,7.08,50.0,53.12,0
14,10,9,1,34,1,0,12,26,39,4,9,10,10,33,13,2,5,40,60,18,2,15,17,52,8,1,11,32,52,1.8,45.0,40.95,0
14,8,6,15,43,0,3,6,42,51,11,9,1,1,22,11,9,1,10,31,7,0,0,12,19,21,3,6,17,47,9.21,35.5,43.99,0
4,6,7,4,21,19,0,15,39,73,16,2,12,16,46,11,6,2,34,53,8,5,13,16,42,5,6,2,43,56,1.17,48.5,42.980000000000004,0
22,10,9,21,62,5,4,4,24,37,18,0,0,45,63,3,3,9,50,65,18,7,9,15,49,25,4,8,5,42,7.51,53.0,56.315,0
18,9,0,0,27,25,10,1,11,47,7,3,14,28,52,14,7,11,4,36,15,6,6,20,47,0,3,9,29,41,8.5,41.666666666666664,48.166666666666664,0
25,1,4,11,41,25,7,15,42,89,9,3,10,31,53,8,8,11,28,55,5,0,6,11,22,16,3,15,13,47,6.41,51.166666666666664,53.106666666666655,0
19,5,8,18,50,24,9,14,36,83,24,2,2,49,77,24,4,10,16,54,19,1,4,15,39,13,7,5,12,37,0.86,56.666666666666664,49.45666666666666,0
25,7,15,21,68,4,1,9,39,53,2,10,13,14,39,14,2,11,42,69,2,9,2,13,26,18,0,4,0,22,0.59,46.166666666666664,40.126666666666665,0
24,1,4,41,70,22,7,12,43,84,8,4,15,17,44,1,10,6,0,17,25,3,6,9,43,24,10,5,20,59,7.4,52.833333333333336,56.00833333333333,0
25,4,12,43,84,21,7,11,37,76,6,8,3,27,44,15,5,0,32,52,8,7,14,16,45,7,8,6,17,38,6.92,56.5,58.405,0
25,10,13,50,98,21,5,4,40,70,23,8,1,26,58,22,2,13,45,82,8,2,4,18,32,9,1,4,37,51,9.66,65.16666666666667,69.88166666666666,0
13,5,13,47,78,8,7,0,24,39,5,7,2,40,54,0,5,6,29,40,13,0,3,8,24,18,8,12,43,81,8.5,52.666666666666664,57.516666666666666,0
